,year,month,day,hour,generation solar,generation wind onshore,temp,pressure,humidity,wind_speed,weather_id,hour_y,weekday,month_y,business hour
2014-12-31 23:00:00,2014,12,31,23,49.0,6378.0,269.6573125,1036.0,97.0,0.0,800.0,23.0,0.0,12.0,0.0
2015-01-01 00:00:00,2015,1,1,0,50.0,5890.0,269.7635,1035.0,97.0,0.0,800.0,0.0,0.0,1.0,0.0
2015-01-01 01:00:00,2015,1,1,1,50.0,5461.0,269.2516875,1036.0,97.0,1.0,800.0,1.0,0.0,1.0,0.0
2015-01-01 02:00:00,2015,1,1,2,50.0,5238.0,269.20334375,1035.0,97.0,1.0,800.0,2.0,0.0,1.0,0.0
2015-01-01 03:00:00,2015,1,1,3,42.0,4935.0,269.4855,1035.0,97.0,1.0,800.0,3.0,0.0,1.0,0.0
2015-01-01 04:00:00,2015,1,1,4,34.0,4618.0,269.327,1035.0,97.0,1.0,800.0,4.0,0.0,1.0,0.0
2015-01-01 05:00:00,2015,1,1,5,34.0,4397.0,269.499,1035.0,97.0,1.0,800.0,5.0,0.0,1.0,0.0
2015-01-01 06:00:00,2015,1,1,6,35.0,3992.0,270.94,1036.0,95.0,1.0,800.0,6.0,0.0,1.0,0.0
2015-01-01 07:00:00,2015,1,1,7,54.0,3629.0,270.689,1036.0,96.0,1.0,800.0,7.0,0.0,1.0,0.0
2015-01-01 08:00:00,2015,1,1,8,743.0,3073.0,271.707,1036.0,95.0,1.0,800.0,8.0,0.0,1.0,0.0
2015-01-01 09:00:00,2015,1,1,9,2019.0,2683.0,276.869,1036.0,71.0,1.0,800.0,9.0,0.0,1.0,2.0
2015-01-01 10:00:00,2015,1,1,10,3197.0,2771.0,276.5056875,1036.0,78.0,1.0,800.0,10.0,0.0,1.0,2.0
2015-01-01 11:00:00,2015,1,1,11,3885.0,2906.0,280.28634375,1036.0,62.0,1.0,800.0,11.0,0.0,1.0,2.0
2015-01-01 12:00:00,2015,1,1,12,4007.0,2923.0,278.7895,1036.0,73.0,1.0,800.0,12.0,0.0,1.0,2.0
2015-01-01 13:00:00,2015,1,1,13,3973.0,2945.0,284.32934375,1036.0,48.0,1.0,800.0,13.0,0.0,1.0,2.0
2015-01-01 14:00:00,2015,1,1,14,3818.0,2709.0,284.5916875,1035.0,49.0,0.0,800.0,14.0,0.0,1.0,1.0
2015-01-01 15:00:00,2015,1,1,15,3088.0,2552.0,280.1705,1036.0,65.0,1.0,800.0,15.0,0.0,1.0,1.0
2015-01-01 16:00:00,2015,1,1,16,1467.0,2699.0,281.994,1035.0,62.0,0.0,800.0,16.0,0.0,1.0,1.0
2015-01-01 17:00:00,2015,1,1,17,404.0,2764.0,279.134,1035.0,73.0,0.0,800.0,17.0,0.0,1.0,2.0
2015-01-01 18:00:00,2015,1,1,18,139.0,2913.0,279.235,1036.0,72.0,1.0,801.0,18.0,0.0,1.0,2.0
2015-01-01 19:00:00,2015,1,1,19,100.0,3118.0,275.388,1036.0,87.0,1.0,801.0,19.0,0.0,1.0,2.0
2015-01-01 20:00:00,2015,1,1,20,75.0,3373.0,274.502,1036.0,90.0,1.0,801.0,20.0,0.0,1.0,2.0
2015-01-01 21:00:00,2015,1,1,21,74.0,3508.0,274.839,1036.0,88.0,1.0,800.0,21.0,0.0,1.0,0.0
2015-01-01 22:00:00,2015,1,1,22,56.0,3527.0,273.5453125,1036.0,92.0,1.0,801.0,22.0,0.0,1.0,0.0
2015-01-01 23:00:00,2015,1,1,23,54.0,13232.0,273.47465625,1036.0,92.0,2.0,800.0,23.0,0.0,1.0,0.0
2015-01-02 00:00:00,2015,1,2,0,54.0,12760.0,272.5025,1036.0,93.0,1.0,801.0,0.0,0.0,1.0,0.0
2015-01-02 01:00:00,2015,1,2,1,54.0,12174.0,272.73234375,1036.0,93.0,1.0,800.0,1.0,0.0,1.0,0.0
2015-01-02 02:00:00,2015,1,2,2,53.0,11358.0,272.06065625,1036.0,93.0,1.0,800.0,2.0,0.0,1.0,0.0
2015-01-02 03:00:00,2015,1,2,3,53.0,11199.0,272.093,1037.0,94.0,1.0,800.0,3.0,0.0,1.0,0.0
2015-01-02 04:00:00,2015,1,2,4,63.0,11152.0,271.1866875,1037.0,94.0,1.0,800.0,4.0,0.0,1.0,0.0
2015-01-02 05:00:00,2015,1,2,5,55.0,11169.0,270.98434375,1037.0,95.0,1.0,801.0,5.0,0.0,1.0,0.0
2015-01-02 06:00:00,2015,1,2,6,54.0,11205.0,272.387,1037.0,93.0,1.0,801.0,6.0,0.0,1.0,0.0
2015-01-02 07:00:00,2015,1,2,7,116.0,10920.0,271.64965625,1037.0,95.0,1.0,801.0,7.0,0.0,1.0,0.0
2015-01-02 08:00:00,2015,1,2,8,1039.0,10491.0,272.51734375,1038.0,94.0,1.0,801.0,8.0,0.0,1.0,0.0
2015-01-02 09:00:00,2015,1,2,9,2373.0,10156.0,277.76,1038.0,72.0,1.0,801.0,9.0,0.0,1.0,2.0
2015-01-02 10:00:00,2015,1,2,10,3699.0,10421.0,277.16934375,1038.0,78.0,1.0,801.0,10.0,0.0,1.0,2.0
2015-01-02 11:00:00,2015,1,2,11,4154.0,11230.0,280.9536875,1038.0,64.0,1.0,801.0,11.0,0.0,1.0,2.0
2015-01-02 12:00:00,2015,1,2,12,4074.0,11920.0,279.142,1038.0,76.0,1.0,801.0,12.0,0.0,1.0,2.0
2015-01-02 13:00:00,2015,1,2,13,3851.0,11819.0,284.79165625,1038.0,52.0,1.0,801.0,13.0,0.0,1.0,2.0
2015-01-02 14:00:00,2015,1,2,14,3619.0,11961.0,284.84534375,1038.0,55.0,1.0,801.0,14.0,0.0,1.0,1.0
2015-01-02 15:00:00,2015,1,2,15,3024.0,12025.0,280.995,1038.0,69.0,1.0,801.0,15.0,0.0,1.0,1.0
2015-01-02 16:00:00,2015,1,2,16,2053.0,12077.0,282.35,1038.0,69.0,0.0,801.0,16.0,0.0,1.0,1.0
2015-01-02 17:00:00,2015,1,2,17,769.0,11276.0,279.801,1038.0,79.0,1.0,801.0,17.0,0.0,1.0,2.0
2015-01-02 18:00:00,2015,1,2,18,266.0,10510.0,279.3805,1038.0,75.0,1.0,800.0,18.0,0.0,1.0,2.0
2015-01-02 19:00:00,2015,1,2,19,165.0,10406.0,276.122,1038.0,90.0,1.0,801.0,19.0,0.0,1.0,2.0
2015-01-02 20:00:00,2015,1,2,20,137.0,10445.0,274.992,1038.0,91.0,1.0,800.0,20.0,0.0,1.0,2.0
2015-01-02 21:00:00,2015,1,2,21,137.0,9976.0,275.08,1037.0,92.0,1.0,800.0,21.0,0.0,1.0,0.0
2015-01-02 22:00:00,2015,1,2,22,137.0,9527.0,273.54400000000004,1038.0,94.0,1.0,800.0,22.0,0.0,1.0,0.0
2015-01-02 23:00:00,2015,1,2,23,62.0,9264.0,273.226,1037.0,95.0,1.0,800.0,23.0,0.0,1.0,0.0
2015-01-03 00:00:00,2015,1,3,0,62.0,9135.0,273.335,1037.0,93.0,1.0,800.0,0.0,1.0,1.0,0.0
2015-01-03 01:00:00,2015,1,3,1,61.0,9362.0,272.87465625,1037.0,95.0,1.0,800.0,1.0,1.0,1.0,0.0
2015-01-03 02:00:00,2015,1,3,2,61.0,9628.0,272.84134375,1036.0,95.0,1.0,800.0,2.0,1.0,1.0,0.0
2015-01-03 03:00:00,2015,1,3,3,61.0,9607.0,272.775,1036.0,95.0,1.0,800.0,3.0,1.0,1.0,0.0
2015-01-03 04:00:00,2015,1,3,4,61.0,9666.0,272.75265625,1035.0,94.0,1.0,800.0,4.0,1.0,1.0,0.0
2015-01-03 05:00:00,2015,1,3,5,61.0,9743.0,272.6973125,1035.0,94.0,1.0,800.0,5.0,1.0,1.0,0.0
2015-01-03 06:00:00,2015,1,3,6,63.0,9401.0,273.4445,1036.0,92.0,1.0,800.0,6.0,1.0,1.0,0.0
2015-01-03 07:00:00,2015,1,3,7,233.0,8363.0,273.1216875,1035.0,93.0,1.0,801.0,7.0,1.0,1.0,0.0
2015-01-03 08:00:00,2015,1,3,8,820.0,7924.0,273.6013125,1036.0,91.0,1.0,801.0,8.0,1.0,1.0,0.0
2015-01-03 09:00:00,2015,1,3,9,1665.0,7592.0,278.3975,1036.0,72.0,1.0,800.0,9.0,1.0,1.0,2.0
2015-01-03 10:00:00,2015,1,3,10,2488.0,7874.0,277.4383125,1036.0,76.0,1.0,800.0,10.0,1.0,1.0,2.0
2015-01-03 11:00:00,2015,1,3,11,3218.0,8192.0,280.79565625,1036.0,63.0,1.0,800.0,11.0,1.0,1.0,2.0
2015-01-03 12:00:00,2015,1,3,12,3695.0,8718.0,279.60900000000004,1036.0,74.0,1.0,800.0,12.0,1.0,1.0,2.0
2015-01-03 13:00:00,2015,1,3,13,3780.0,9152.0,284.481,1036.0,53.0,1.0,800.0,13.0,1.0,1.0,2.0
2015-01-03 14:00:00,2015,1,3,14,3370.0,9382.0,284.809,1036.0,56.0,1.0,800.0,14.0,1.0,1.0,1.0
2015-01-03 15:00:00,2015,1,3,15,2692.0,9307.0,280.7105,1036.0,70.0,1.0,800.0,15.0,1.0,1.0,1.0
2015-01-03 16:00:00,2015,1,3,16,1931.0,8892.0,282.514,1036.0,69.0,1.0,800.0,16.0,1.0,1.0,1.0
2015-01-03 17:00:00,2015,1,3,17,1015.0,8568.0,279.891,1036.0,80.0,0.0,800.0,17.0,1.0,1.0,2.0
2015-01-03 18:00:00,2015,1,3,18,502.0,9005.0,279.207,1036.0,78.0,0.0,800.0,18.0,1.0,1.0,2.0
2015-01-03 19:00:00,2015,1,3,19,355.0,9672.0,275.93765625,1037.0,93.0,0.0,800.0,19.0,1.0,1.0,2.0
2015-01-03 20:00:00,2015,1,3,20,291.0,10081.0,274.60734375,1037.0,95.0,0.0,800.0,20.0,1.0,1.0,2.0
2015-01-03 21:00:00,2015,1,3,21,207.0,10537.0,274.7055,1037.0,94.0,1.0,800.0,21.0,1.0,1.0,0.0
2015-01-03 22:00:00,2015,1,3,22,117.0,10953.0,272.899,1037.0,97.0,0.0,800.0,22.0,1.0,1.0,0.0
2015-01-03 23:00:00,2015,1,3,23,692.0,8540.0,272.521,1037.0,98.0,1.0,800.0,23.0,1.0,1.0,0.0
2015-01-04 00:00:00,2015,1,4,0,684.0,8080.0,272.986,1037.0,98.0,0.0,800.0,0.0,2.0,1.0,0.0
2015-01-04 01:00:00,2015,1,4,1,648.0,7773.0,272.327,1037.0,98.0,1.0,800.0,1.0,2.0,1.0,0.0
2015-01-04 02:00:00,2015,1,4,2,640.0,7601.0,272.511,1036.0,98.0,1.0,801.0,2.0,2.0,1.0,0.0
2015-01-04 03:00:00,2015,1,4,3,563.0,7584.0,273.222,1036.0,97.0,1.0,802.0,3.0,2.0,1.0,0.0
2015-01-04 04:00:00,2015,1,4,4,372.0,7812.0,273.23034375,1036.0,97.0,1.0,802.0,4.0,2.0,1.0,0.0
2015-01-04 05:00:00,2015,1,4,5,179.0,7950.0,273.76565625,1036.0,96.0,1.0,803.0,5.0,2.0,1.0,0.0
2015-01-04 06:00:00,2015,1,4,6,129.0,8228.0,275.2205,1036.0,96.0,1.0,500.0,6.0,2.0,1.0,0.0
2015-01-04 07:00:00,2015,1,4,7,357.0,8341.0,275.44934375,1036.0,94.0,1.0,500.0,7.0,2.0,1.0,0.0
2015-01-04 08:00:00,2015,1,4,8,1634.0,8569.0,276.59765625,1036.0,94.0,1.0,500.0,8.0,2.0,1.0,0.0
2015-01-04 09:00:00,2015,1,4,9,3830.0,8433.0,278.079,1036.0,92.0,1.0,500.0,9.0,2.0,1.0,2.0
2015-01-04 10:00:00,2015,1,4,10,4937.0,8001.0,279.11634375,1036.0,91.0,1.0,500.0,10.0,2.0,1.0,2.0
2015-01-04 11:00:00,2015,1,4,11,5302.0,7520.0,280.48665625,1036.0,90.0,1.0,500.0,11.0,2.0,1.0,2.0
2015-01-04 12:00:00,2015,1,4,12,5590.0,7274.0,280.235,1035.0,91.0,1.0,500.0,12.0,2.0,1.0,2.0
2015-01-04 13:00:00,2015,1,4,13,5668.0,6878.0,282.146,1035.0,89.0,1.0,500.0,13.0,2.0,1.0,2.0
2015-01-04 14:00:00,2015,1,4,14,5593.0,7517.0,282.435,1035.0,89.0,1.0,500.0,14.0,2.0,1.0,1.0
2015-01-04 15:00:00,2015,1,4,15,5316.0,7999.0,280.65,1035.0,93.0,1.0,500.0,15.0,2.0,1.0,1.0
2015-01-04 16:00:00,2015,1,4,16,4907.0,8181.0,281.63034375,1034.0,92.0,1.0,500.0,16.0,2.0,1.0,1.0
2015-01-04 17:00:00,2015,1,4,17,4200.0,8260.0,280.53665625,1034.0,95.0,0.0,500.0,17.0,2.0,1.0,2.0
2015-01-04 18:00:00,2015,1,4,18,2911.0,8156.0,279.4265,1034.0,94.0,1.0,500.0,18.0,2.0,1.0,2.0
2015-01-04 19:00:00,2015,1,4,19,1392.0,8347.0,278.33834375,1034.0,97.0,0.0,500.0,19.0,2.0,1.0,2.0
2015-01-04 20:00:00,2015,1,4,20,748.0,8875.0,277.2336875,1034.0,97.0,0.0,500.0,20.0,2.0,1.0,2.0
2015-01-04 21:00:00,2015,1,4,21,696.0,8922.0,276.938,1033.0,98.0,0.0,500.0,21.0,2.0,1.0,0.0
2015-01-04 22:00:00,2015,1,4,22,672.0,8735.0,275.56365625,1033.0,98.0,0.0,500.0,22.0,2.0,1.0,0.0
2015-01-04 23:00:00,2015,1,4,23,691.0,7351.0,274.9983125,1033.0,98.0,0.0,500.0,23.0,2.0,1.0,0.0
2015-01-05 00:00:00,2015,1,5,0,668.0,7403.0,274.6235,1032.0,99.0,0.0,801.0,0.0,0.0,1.0,0.0
2015-01-05 01:00:00,2015,1,5,1,662.0,7887.0,273.99465625,1032.0,99.0,0.0,801.0,1.0,0.0,1.0,0.0
2015-01-05 02:00:00,2015,1,5,2,616.0,8117.5,273.55634375,1031.0,99.0,0.0,800.0,2.0,0.0,1.0,0.0
2015-01-05 03:00:00,2015,1,5,3,570.0,8348.0,273.572,1031.0,99.0,0.0,801.0,3.0,0.0,1.0,0.0
2015-01-05 04:00:00,2015,1,5,4,428.0,8526.0,272.98234375,1030.0,99.0,0.0,800.0,4.0,0.0,1.0,0.0
2015-01-05 05:00:00,2015,1,5,5,243.0,8518.0,272.8466875,1030.0,99.0,0.0,801.0,5.0,0.0,1.0,0.0
2015-01-05 06:00:00,2015,1,5,6,155.0,8263.0,273.528,1029.0,98.0,0.0,801.0,6.0,0.0,1.0,0.0
2015-01-05 07:00:00,2015,1,5,7,500.0,8326.0,273.12,1029.0,98.0,0.0,801.0,7.0,0.0,1.0,0.0
2015-01-05 08:00:00,2015,1,5,8,1333.0,8046.0,273.529,1029.0,97.0,0.0,802.0,8.0,0.0,1.0,0.0
2015-01-05 09:00:00,2015,1,5,9,2482.0,8439.0,275.353,1028.0,94.0,1.0,801.0,9.0,0.0,1.0,2.0
2015-01-05 10:00:00,2015,1,5,10,3339.0,9131.0,275.29034375,1028.0,94.0,1.0,802.0,10.0,0.0,1.0,2.0
2015-01-05 11:00:00,2015,1,5,11,3282.5714285714284,8888.142857142857,276.64265625,1028.0,91.0,1.0,801.0,11.0,0.0,1.0,2.0
2015-01-05 12:00:00,2015,1,5,12,3226.1428571428573,8645.285714285714,277.942,1027.0,86.0,1.0,801.0,12.0,0.0,1.0,2.0
2015-01-05 13:00:00,2015,1,5,13,3169.714285714286,8402.42857142857,279.312,1027.0,85.0,1.0,800.0,13.0,0.0,1.0,2.0
2015-01-05 14:00:00,2015,1,5,14,3113.285714285714,8159.571428571428,280.629,1026.0,81.0,1.0,800.0,14.0,0.0,1.0,1.0
2015-01-05 15:00:00,2015,1,5,15,3056.8571428571427,7916.714285714286,277.1065,1026.0,92.0,1.0,800.0,15.0,0.0,1.0,1.0
2015-01-05 16:00:00,2015,1,5,16,3000.4285714285716,7673.857142857143,280.03665625,1025.0,83.0,1.0,800.0,16.0,0.0,1.0,1.0
2015-01-05 17:00:00,2015,1,5,17,2944.0,7431.0,278.1273125,1026.0,89.0,1.0,800.0,17.0,0.0,1.0,2.0
2015-01-05 18:00:00,2015,1,5,18,1971.0,6570.0,277.5205,1026.0,87.0,1.0,800.0,18.0,0.0,1.0,2.0
2015-01-05 19:00:00,2015,1,5,19,958.0,5549.0,275.177,1026.0,96.0,1.0,800.0,19.0,0.0,1.0,2.0
2015-01-05 20:00:00,2015,1,5,20,605.0,4979.0,274.136,1026.0,97.0,0.0,800.0,20.0,0.0,1.0,2.0
2015-01-05 21:00:00,2015,1,5,21,518.0,4822.0,274.252,1026.0,97.0,1.0,800.0,21.0,0.0,1.0,0.0
2015-01-05 22:00:00,2015,1,5,22,394.0,4982.0,272.82534375,1026.0,98.0,0.0,800.0,22.0,0.0,1.0,0.0
2015-01-05 23:00:00,2015,1,5,23,626.0,4052.0,272.55565625,1026.0,98.0,0.0,800.0,23.0,0.0,1.0,0.0
2015-01-06 00:00:00,2015,1,6,0,624.0,3832.0,272.393,1026.0,98.0,0.0,801.0,0.0,0.0,1.0,0.0
2015-01-06 01:00:00,2015,1,6,1,616.0,3398.0,272.0876875,1026.0,98.0,1.0,800.0,1.0,0.0,1.0,0.0
2015-01-06 02:00:00,2015,1,6,2,582.0,3003.0,271.88934375,1027.0,98.0,0.0,801.0,2.0,0.0,1.0,0.0
2015-01-06 03:00:00,2015,1,6,3,576.0,2569.0,272.4215,1026.0,98.0,1.0,801.0,3.0,0.0,1.0,0.0
2015-01-06 04:00:00,2015,1,6,4,499.0,2380.0,271.9796875,1027.0,98.0,1.0,801.0,4.0,0.0,1.0,0.0
2015-01-06 05:00:00,2015,1,6,5,415.0,2196.0,272.26834375,1027.0,98.0,1.0,802.0,5.0,0.0,1.0,0.0
2015-01-06 06:00:00,2015,1,6,6,412.0,1701.0,273.7895,1027.0,94.0,1.0,802.0,6.0,0.0,1.0,0.0
2015-01-06 07:00:00,2015,1,6,7,1168.0,1102.0,273.6673125,1027.0,95.0,1.0,802.0,7.0,0.0,1.0,0.0
2015-01-06 08:00:00,2015,1,6,8,3018.0,682.0,274.7776875,1027.0,92.0,1.0,803.0,8.0,0.0,1.0,0.0
2015-01-06 09:00:00,2015,1,6,9,4129.0,470.0,276.54,1027.0,89.0,1.0,802.0,9.0,0.0,1.0,2.0
2015-01-06 10:00:00,2015,1,6,10,4642.0,472.0,277.433,1028.0,86.0,1.0,803.0,10.0,0.0,1.0,2.0
2015-01-06 11:00:00,2015,1,6,11,4976.0,683.0,278.978,1028.0,83.0,1.0,803.0,11.0,0.0,1.0,2.0
2015-01-06 12:00:00,2015,1,6,12,5044.0,1041.0,279.2985,1027.0,82.0,1.0,802.0,12.0,0.0,1.0,2.0
2015-01-06 13:00:00,2015,1,6,13,4887.0,1652.0,281.2516875,1027.0,78.0,1.0,802.0,13.0,0.0,1.0,2.0
2015-01-06 14:00:00,2015,1,6,14,4641.0,2761.0,281.98034375,1027.0,77.0,0.0,802.0,14.0,0.0,1.0,1.0
2015-01-06 15:00:00,2015,1,6,15,4279.0,3277.0,279.0355,1028.0,88.0,1.0,803.0,15.0,0.0,1.0,1.0
2015-01-06 16:00:00,2015,1,6,16,3824.0,3281.0,280.9886875,1027.0,83.0,0.0,802.0,16.0,0.0,1.0,1.0
2015-01-06 17:00:00,2015,1,6,17,3132.0,3781.0,279.26834375,1028.0,90.0,0.0,802.0,17.0,0.0,1.0,2.0
2015-01-06 18:00:00,2015,1,6,18,2383.0,3943.0,279.4585,1028.0,85.0,0.0,802.0,18.0,0.0,1.0,2.0
2015-01-06 19:00:00,2015,1,6,19,1586.0,4028.0,277.1013125,1028.0,96.0,0.0,803.0,19.0,0.0,1.0,2.0
2015-01-06 20:00:00,2015,1,6,20,891.0,3661.0,276.65465625,1029.0,96.0,1.0,803.0,20.0,0.0,1.0,2.0
2015-01-06 21:00:00,2015,1,6,21,696.0,3485.0,275.9695,1029.0,96.0,0.0,801.0,21.0,0.0,1.0,0.0
2015-01-06 22:00:00,2015,1,6,22,669.0,3276.0,275.6023125,1029.0,95.0,1.0,802.0,22.0,0.0,1.0,0.0
2015-01-06 23:00:00,2015,1,6,23,1280.0,6210.0,274.9966875,1029.0,95.0,1.0,801.0,23.0,0.0,1.0,0.0
2015-01-07 00:00:00,2015,1,7,0,1253.0,5993.0,274.5725,1029.0,96.0,1.0,802.0,0.0,0.0,1.0,0.0
2015-01-07 01:00:00,2015,1,7,1,1231.0,5529.0,273.90634375,1029.0,96.0,1.0,800.0,1.0,0.0,1.0,0.0
2015-01-07 02:00:00,2015,1,7,2,1223.0,5127.0,273.42165625,1030.0,97.0,1.0,801.0,2.0,0.0,1.0,0.0
2015-01-07 03:00:00,2015,1,7,3,1189.0,4940.0,273.8905,1030.0,96.0,1.0,801.0,3.0,0.0,1.0,0.0
2015-01-07 04:00:00,2015,1,7,4,1142.0,4735.0,273.088,1030.0,97.0,1.0,801.0,4.0,0.0,1.0,0.0
2015-01-07 05:00:00,2015,1,7,5,1043.0,4266.0,273.23900000000003,1030.0,97.0,1.0,801.0,5.0,0.0,1.0,0.0
2015-01-07 06:00:00,2015,1,7,6,979.0,3849.0,273.451,1031.0,95.0,1.0,801.0,6.0,0.0,1.0,0.0
2015-01-07 07:00:00,2015,1,7,7,1336.0,3369.0,273.58165625,1031.0,95.0,1.0,801.0,7.0,0.0,1.0,0.0
2015-01-07 08:00:00,2015,1,7,8,2121.0,2959.0,273.77334375,1031.0,94.0,1.0,800.0,8.0,0.0,1.0,0.0
2015-01-07 09:00:00,2015,1,7,9,2841.0,3226.0,277.7615,1031.0,82.0,1.0,801.0,9.0,0.0,1.0,2.0
2015-01-07 10:00:00,2015,1,7,10,3556.0,4273.0,276.68765625,1031.0,85.0,1.0,800.0,10.0,0.0,1.0,2.0
2015-01-07 11:00:00,2015,1,7,11,3756.0,5914.0,279.41034375,1031.0,77.0,1.0,800.0,11.0,0.0,1.0,2.0
2015-01-07 12:00:00,2015,1,7,12,3639.0,7320.0,278.883,1031.0,78.0,1.0,800.0,12.0,0.0,1.0,2.0
2015-01-07 13:00:00,2015,1,7,13,4133.0,7837.0,282.689,1031.0,67.0,1.0,800.0,13.0,0.0,1.0,2.0
2015-01-07 14:00:00,2015,1,7,14,4896.0,7890.0,283.245,1030.0,65.0,1.0,800.0,14.0,0.0,1.0,1.0
2015-01-07 15:00:00,2015,1,7,15,4647.0,7996.0,279.8055,1031.0,79.0,1.0,800.0,15.0,0.0,1.0,1.0
2015-01-07 16:00:00,2015,1,7,16,4184.0,7955.0,281.69334375,1030.0,72.0,1.0,800.0,16.0,0.0,1.0,1.0
2015-01-07 17:00:00,2015,1,7,17,3631.0,7582.0,279.58565625,1031.0,81.0,1.0,800.0,17.0,0.0,1.0,2.0
2015-01-07 18:00:00,2015,1,7,18,2772.0,6821.0,279.01,1031.0,77.0,1.0,800.0,18.0,0.0,1.0,2.0
2015-01-07 19:00:00,2015,1,7,19,2013.0,6198.0,276.39165625,1031.0,90.0,1.0,800.0,19.0,0.0,1.0,2.0
2015-01-07 20:00:00,2015,1,7,20,1193.0,6139.0,275.30534375,1032.0,91.0,1.0,800.0,20.0,0.0,1.0,2.0
2015-01-07 21:00:00,2015,1,7,21,636.0,6398.0,275.231,1032.0,94.0,1.0,800.0,21.0,0.0,1.0,0.0
2015-01-07 22:00:00,2015,1,7,22,573.0,6262.0,273.80734375,1032.0,93.0,1.0,800.0,22.0,0.0,1.0,0.0
2015-01-07 23:00:00,2015,1,7,23,433.0,5908.0,273.39565625,1032.0,95.0,1.0,800.0,23.0,0.0,1.0,0.0
2015-01-08 00:00:00,2015,1,8,0,391.0,5509.0,273.145,1032.0,94.0,1.0,800.0,0.0,0.0,1.0,0.0
2015-01-08 01:00:00,2015,1,8,1,352.0,5204.0,272.67965625,1032.0,97.0,1.0,800.0,1.0,0.0,1.0,0.0
2015-01-08 02:00:00,2015,1,8,2,328.0,4891.0,272.37534375,1033.0,97.0,1.0,800.0,2.0,0.0,1.0,0.0
2015-01-08 03:00:00,2015,1,8,3,327.0,4738.0,272.1165,1033.0,97.0,1.0,800.0,3.0,0.0,1.0,0.0
2015-01-08 04:00:00,2015,1,8,4,320.0,4868.0,271.797,1033.0,97.0,1.0,800.0,4.0,0.0,1.0,0.0
2015-01-08 05:00:00,2015,1,8,5,265.0,4809.0,271.523,1033.0,97.0,1.0,800.0,5.0,0.0,1.0,0.0
2015-01-08 06:00:00,2015,1,8,6,223.0,4849.0,272.543,1035.0,96.0,1.0,800.0,6.0,0.0,1.0,0.0
2015-01-08 07:00:00,2015,1,8,7,708.0,4285.0,271.8376875,1034.0,97.0,1.0,800.0,7.0,0.0,1.0,0.0
2015-01-08 08:00:00,2015,1,8,8,2225.0,3889.0,272.42634375,1035.0,96.0,1.0,800.0,8.0,0.0,1.0,0.0
2015-01-08 09:00:00,2015,1,8,9,3943.0,3330.0,276.5845,1036.0,80.0,1.0,802.0,9.0,0.0,1.0,2.0
2015-01-08 10:00:00,2015,1,8,10,4514.0,2911.0,275.98334375,1037.0,85.0,1.0,801.0,10.0,0.0,1.0,2.0
2015-01-08 11:00:00,2015,1,8,11,4926.0,2376.0,278.95165625,1037.0,74.0,1.0,802.0,11.0,0.0,1.0,2.0
2015-01-08 12:00:00,2015,1,8,12,5067.0,1917.0,277.9565,1037.0,82.0,1.0,802.0,12.0,0.0,1.0,2.0
2015-01-08 13:00:00,2015,1,8,13,5092.0,1741.0,282.246,1038.0,65.0,1.0,803.0,13.0,0.0,1.0,2.0
2015-01-08 14:00:00,2015,1,8,14,5019.0,1680.0,282.572,1038.0,66.0,1.0,803.0,14.0,0.0,1.0,1.0
2015-01-08 15:00:00,2015,1,8,15,4803.0,1774.0,280.35200000000003,1039.0,72.0,1.0,803.0,15.0,0.0,1.0,1.0
2015-01-08 16:00:00,2015,1,8,16,4507.0,2001.0,281.5266875,1039.0,72.0,1.0,803.0,16.0,0.0,1.0,1.0
2015-01-08 17:00:00,2015,1,8,17,4010.0,2574.0,280.15534375,1039.0,76.0,1.0,803.0,17.0,0.0,1.0,2.0
2015-01-08 18:00:00,2015,1,8,18,3321.0,3022.0,280.0535,1040.0,74.0,1.0,803.0,18.0,0.0,1.0,2.0
2015-01-08 19:00:00,2015,1,8,19,2089.0,3312.0,278.259,1041.0,80.0,1.0,803.0,19.0,0.0,1.0,2.0
2015-01-08 20:00:00,2015,1,8,20,957.0,3478.0,277.73400000000004,1041.0,80.0,1.0,803.0,20.0,0.0,1.0,2.0
2015-01-08 21:00:00,2015,1,8,21,721.0,3726.0,277.089,1041.0,83.0,1.0,802.0,21.0,0.0,1.0,0.0
2015-01-08 22:00:00,2015,1,8,22,691.0,3968.0,276.60400000000004,1042.0,82.0,1.0,803.0,22.0,0.0,1.0,0.0
2015-01-08 23:00:00,2015,1,8,23,39.0,3552.0,275.999,1042.0,84.0,1.0,802.0,23.0,0.0,1.0,0.0
2015-01-09 00:00:00,2015,1,9,0,38.0,3334.0,275.106,1041.0,88.0,1.0,803.0,0.0,0.0,1.0,0.0
2015-01-09 01:00:00,2015,1,9,1,37.0,3486.0,274.597,1042.0,90.0,0.0,801.0,1.0,0.0,1.0,0.0
2015-01-09 02:00:00,2015,1,9,2,37.0,3492.0,273.8,1041.0,93.0,0.0,802.0,2.0,0.0,1.0,0.0
2015-01-09 03:00:00,2015,1,9,3,36.0,3541.0,273.9475,1041.0,91.0,1.0,802.0,3.0,0.0,1.0,0.0
2015-01-09 04:00:00,2015,1,9,4,41.0,3603.0,272.83565625,1041.0,97.0,1.0,802.0,4.0,0.0,1.0,0.0
2015-01-09 05:00:00,2015,1,9,5,45.0,3952.0,272.66834375,1041.0,97.0,1.0,802.0,5.0,0.0,1.0,0.0
